,precision,recall,f1-score,support
1,0.5882352941176471,0.9090909090909091,0.7142857142857143,11.0
2,0.4,0.8,0.5333333333333333,5.0
3,0.8,0.4444444444444444,0.5714285714285714,9.0
4,0.0,0.0,0.0,7.0
accuracy,0.5625,0.5625,0.5625,0.5625
macro avg,0.4470588235294118,0.5383838383838384,0.45476190476190476,32.0
weighted avg,0.4897058823529412,0.5625,0.4895833333333333,32.0
