Chip,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5,Peak 6,Peak 7,Peak 8,Peak 9,Peak 10,Peak 11,Peak 12,Peak 13,Peak 14,Peak 15,Peak 16,Peak 17,Peak 18,Peak 19,Peak 20,Peak 21,Peak 22,Peak 23,Peak 24,Peak 25,Peak 26,Peak 27,Peak 28,Peak 29,Peak 30,Peak 31,Peak 32,Temperature,Class
3,-0.023810305866150322,0.6925509592131618,0.7323683153713356,-1.3071630610765577,0.2674964744306513,-2.082747921750946,0.4555149093547512,-0.5900995301713683,-1.9430083247398837,-2.0841807142482365,-1.12118974829521,-1.6899362038737578,-1.341043168709374,-0.3075795220377886,-3.1961882284997483,0.8090492571651617,-1.3747341057355933,-2.1071915328097406,-2.055967888431946,-1.8090650952272491,-2.5801075138867366,-0.001500646339648748,-2.2548256698158022,-2.0512217361138876,-2.011190901268115,-2.46899009075546,-0.7971917923936191,-1.1258179723047317,-2.1799007189023225,-0.18755510648092177,-0.31307857746044027,-0.9868513085466525,20.0,1
3,-0.28646384147485393,0.7550353017307316,1.078308740603449,-1.0548751825298492,0.5597762790318103,-2.207615395352886,0.07860733015066612,-0.8858618397426546,-1.5504881338995526,-2.3509482180769674,-0.27337463141812,-1.39623403531705,-1.8462782931682922,-0.6522963584547021,-1.9755654638207227,0.4324991149839734,-0.6349264495180093,-2.234597852269262,-2.776188012351246,-0.35477703211467143,-1.1293480984050501,-0.28137088125280724,-1.1833984734332683,-0.9208455224721845,-2.0556112729929907,-1.9522781960967486,-1.8421154155869286,-2.43046809619705,-0.944338232189202,-1.0314237651672364,0.46335371544502757,-3.4913293080209202,20.1,1
3,-0.1322858283261041,0.7302720914305866,0.42271460172063247,-0.9953438530936831,0.4599123751513201,-1.8957694704228787,0.07416750013294393,-0.6810340516034402,-1.9980877304408085,-3.334828762004064,-0.8143324582901306,-1.309065095072282,-1.657216377993232,-0.9517024654460465,-2.6196255219505593,0.8005244444605406,-1.7317085457938468,-2.1942498251478653,-3.8769144154461737,-1.1747271234005687,-0.503037754601173,-0.03795052530165677,-1.9334250462897193,-2.254814676769306,-2.4848899362179404,-2.319305154370712,-1.528616227896093,-3.0036002817512806,-2.0910288670833204,0.5050886298777891,0.023378380328346493,-2.1849963410385627,20.2,1
3,-0.1879132909961667,0.7590817858687351,0.2599430593435542,-1.1797241329143118,0.8786350943061527,-1.8900069664061365,0.14957201609096465,-0.40443999930685914,-1.9525971802011644,-2.999921292934574,-0.1999725985839388,-1.1793420589433952,-2.584426577961572,-0.948336940089846,-2.0579874913078795,0.3113792247963546,-1.2316645644997817,-2.0874036726969454,-2.880856787948203,-0.9122562731076265,-0.1977122608943211,-1.2106950766401559,-1.0419138692791268,-2.7346632285685395,-0.7225798366500764,-1.23130703723622,-1.651855293233233,-2.744286620578715,-1.9196661477903052,-1.4162496137851228,0.26753280249307176,-1.4255503484312981,20.3,1
3,-0.21748944099688144,0.831489511257731,0.5448529959875413,-0.966859010092227,0.9232610372802326,-1.912950487970232,0.21618422101410334,-0.511079628139996,-1.8727047499278069,-1.6149273021965245,-1.3813932781629008,-0.2726052642135989,-2.389945474760083,-0.4675260288235916,-1.5788614773519385,-0.9108290281693487,-1.4929479013134914,-1.9679933059586516,-2.002477030082897,-2.3973999403783477,-0.5187977620317078,0.2763051093478419,-0.6029393431697383,-2.779910285494251,-0.9401593709791608,-2.900403385076266,-0.7562496001297381,-1.8416406580097378,-2.039912633301685,0.14377364776936663,-0.419658952746788,-2.109179209134883,20.4,1
3,-0.351018906683179,0.8485648938417534,0.3871918623871572,-0.8172901823528791,0.6476498971544543,-1.827693521189971,-0.2956981419758623,-0.9182455217062702,-1.710319425736177,-2.7582102276497062,-1.5516150890385,-0.307384351016684,-2.424500554087333,-1.012558379810415,-0.6495229792630588,-1.4280698212359675,-0.8035128143997421,-2.3982056214337324,-2.9361771664921967,-0.6404706146236487,0.6016232507203954,-0.4793117639806026,-0.4680947613672499,-1.768249669143995,0.07629767355312855,-0.9601778767165875,-2.338759614920972,-2.633609188525224,-2.012966235015689,-1.2042160355530258,-1.380351284437657,-0.7880767262410151,20.5,1
3,-0.321835958984468,0.9369632043479872,0.5327505027345335,-0.9661770366488396,0.6619810040009341,-1.5066404759327165,-0.16598941329396033,-0.4522467813298452,-1.2914140549439952,-2.8717576525628465,-1.196436526391517,0.01348590822736595,-2.0719401862399733,-0.9757849692930084,-0.5406344713258225,-1.7933940520383929,-1.9125133110265857,-2.1026766918780018,-2.810303397182847,-0.8585122356933821,0.19831613980319018,-0.9787712357550982,-0.737044673354296,-0.9883973972257162,-0.41332934831988155,-1.5110671820625257,-0.9188451204048128,-2.144744432407106,-2.486956096350972,-0.2997646210924202,-1.8745208024127749,-2.1799186705458533,20.6,1
3,-0.2529086427342373,0.9324343011222204,-0.15547338688318224,-0.9009330723187576,1.0009881964990444,-1.4688298541442169,0.0015077791495117787,-0.706327815632733,-1.2409954352026773,-2.510432285552524,-1.4023165771216788,0.05670090171102515,-2.378067820149833,-0.7349556424373858,-0.23565496521486817,-1.2278607951069396,-0.6081489220344846,-2.2187010275828625,-1.938576033872504,-1.3150356069868385,0.4881211144575126,-1.8126004771620643,-1.8724549695738837,0.3705695513584991,-0.3659650756602576,-0.44811083051672296,-0.4793771150440255,-0.27228519327462525,-0.8535656759728026,-1.5536766168297356,-1.128800565501637,-2.402734138392524,20.7,1
3,-0.4835161175946398,0.9189864356566707,0.23231871755879763,-0.6060411789144797,0.6864985122668971,-1.2928557833120673,-0.4325702032147606,-0.8909048005443854,-1.06219987312826,-1.5677734421261897,-0.6225920750775773,0.8450231730988979,-2.9647451887894545,-1.4553178700492762,0.6819145220229137,-2.1825493900276918,-0.8518022658336882,-1.2614636559133103,-0.858975695250791,-1.3268192570064516,-0.7117423495555789,-1.594242317511744,-0.9246906750622054,-1.3933027757983139,-0.1327349207682923,-0.3104779574969041,-0.3769199495751505,-0.4881343481948325,-0.5531525842185232,-2.2797757548463733,-2.6156040875879603,-0.8876088141865908,20.8,1
3,-0.7259330451959675,1.0018432760758422,-0.10475761304432962,-0.5987086213691568,1.2042205974022449,-1.1494793754141972,-0.3971346964571785,0.15806996658711825,-0.8250469372525377,-2.31587992337848,-0.9513904755596171,0.6046502327475224,-3.0282718408318146,-0.8406068222265325,1.6023303610746502,-2.1473941159852377,-0.26942725017684677,-1.8507571391083322,-1.2113927625445966,-1.1391549181705238,-0.573629747647032,-2.22434452591542,-2.220654042283296,-0.840466710801274,-0.351878920666872,0.06683337054745164,-1.2618036689814476,-0.9525309572861755,-1.895130652202038,-1.7410692591221753,-1.2648207975575214,-1.0438499614323709,20.9,1
