,precision,recall,f1-score,support
1,0.46835443037974683,0.3854166666666667,0.4228571428571429,96.0
2,0.375,0.6631578947368421,0.47908745247148293,95.0
3,0.0,0.0,0.0,98.0
4,1.0,1.0,1.0,95.0
accuracy,0.5078125,0.5078125,0.5078125,0.5078125
macro avg,0.4608386075949367,0.5121436403508772,0.47548614883215645,384.0
weighted avg,0.4572578784282701,0.5078125,0.47163435859134534,384.0
