,precision,recall,f1-score,support
0.0,0.625,0.45454545454545453,0.5263157894736842,11.0
1.0,0.25,0.4,0.3076923076923077,5.0
2.0,0.25,0.2222222222222222,0.23529411764705882,9.0
3.0,0.875,1.0,0.9333333333333333,7.0
accuracy,0.5,0.5,0.5,0.5
macro avg,0.5,0.5191919191919192,0.500658887036596,32.0
weighted avg,0.515625,0.5,0.49934111296340394,32.0
