,precision,recall,f1-score,support
0.0,0.7692307692307693,0.9090909090909091,0.8333333333333333,11.0
1.0,0.6,0.6,0.6,5.0
2.0,1.0,0.7777777777777778,0.8750000000000001,9.0
3.0,1.0,1.0,1.0,7.0
accuracy,0.84375,0.84375,0.84375,0.84375
macro avg,0.8423076923076923,0.8217171717171717,0.8270833333333333,32.0
weighted avg,0.8581730769230769,0.84375,0.8450520833333334,32.0
