0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Chip,Class
-0.10001508,0.036108553,0.14630553,0.14168936,0.49130705,-0.08818314,-0.20194292,-0.16080394,-0.004715165,-0.11468504,-0.28590208,-0.17880222,0.08907746,-0.01268048,-0.019214656,-0.13027494,0.04680187,-0.10365255,0.004012623,-0.07677813,-0.024483716,-0.108020455,0.008330055,-0.05650345,-0.09856366,-0.057323802,-0.05401846,-0.101434834,-0.18201484,-0.20706943,-0.14503294,-0.03463944,240,1.0
-0.13724448,0.15935743,0.14119582,0.029615384,0.5777197,-0.024104856,-0.22378835,-0.19128272,-0.02165398,-0.13931113,-0.30176488,-0.2479767,-0.0032592267,-0.11525428,0.059783004,-0.042170394,0.025008861,-0.049086105,-0.0068861824,-0.06119539,0.016931232,-0.08709422,-0.053739484,-0.13458991,-0.17604914,-0.08044931,-0.008992646,-0.07751808,-0.12705861,-0.27933156,-0.17198034,0.029362194,240,3.0
-0.13652702,0.049649782,0.09811206,0.121300496,0.5117747,-0.07179894,-0.19129407,-0.13785736,-0.038203858,-0.18196328,-0.28848854,-0.20732841,0.09098673,-0.07121055,-0.04136467,-0.12114851,-0.008616917,-0.10648793,-0.001361955,-0.08933556,-0.04162107,-0.049049668,-0.0715563,-0.07070101,-0.097028635,-0.06429399,-0.047765702,-0.06994154,-0.15194216,-0.19899213,-0.20222744,0.009251609,240,3.0
-0.22608487,0.10688703,0.0659555,0.031156704,0.6010423,-0.13567907,-0.18037055,-0.04692283,-0.07121719,-0.1500262,-0.32419792,-0.24579908,0.08607626,-0.15531096,0.017151779,-0.091745354,-0.11765838,-0.19762787,-0.024871692,-0.049963467,-0.08546119,-0.091726914,-0.14976224,-0.13175851,-0.06699637,-0.047684737,-0.036213256,-0.06247514,-0.08352121,-0.26430905,-0.15590304,0.0008864328,240,3.0
-0.18800709,0.105121195,0.08295882,0.055233333,0.5835193,-0.097221605,-0.19623795,-0.092010826,-0.060412683,-0.16552816,-0.31020236,-0.24474259,0.07456956,-0.13400483,0.021131504,-0.08318907,-0.07847546,-0.14067355,-0.016651787,-0.06555788,-0.06524721,-0.06334407,-0.10807674,-0.12504108,-0.09965227,-0.053637285,-0.034319557,-0.056492217,-0.10995635,-0.26037732,-0.179193,0.0036288723,240,1.0
-0.21684001,0.0722563,0.057359558,0.053205628,0.6006024,-0.1418083,-0.19089879,-0.039877657,-0.058979306,-0.1541609,-0.31010258,-0.2367142,0.084461406,-0.12993596,0.024771094,-0.103742495,-0.09281175,-0.18570639,-0.029120408,-0.047480725,-0.095948294,-0.101491585,-0.10520288,-0.1204575,-0.08584856,-0.056796145,-0.038869105,-0.070983306,-0.10078515,-0.26896295,-0.18082833,-0.01760859,240,2.0
-0.20734596,0.11162031,0.06568232,0.030845188,0.6019943,-0.13325748,-0.19892947,-0.050492264,-0.031465136,-0.15686177,-0.32374132,-0.24370456,0.056277473,-0.1343343,0.04789458,-0.081623964,-0.067681946,-0.16239236,-0.031166002,-0.05901192,-0.079348475,-0.09571184,-0.09733324,-0.14506534,-0.11018201,-0.04846751,-0.03860745,-0.07049428,-0.09696849,-0.27614704,-0.1782222,0.001959607,240,4.0
-0.20658721,0.10930234,0.07311863,0.034710072,0.59814733,-0.12061667,-0.1971775,-0.060556166,-0.04192756,-0.1630754,-0.31298113,-0.23708822,0.055775467,-0.13750046,0.0408583,-0.07588134,-0.0723735,-0.1562967,-0.030761473,-0.05989117,-0.07287339,-0.087446526,-0.10773222,-0.1390061,-0.10762822,-0.058239095,-0.029353216,-0.061391883,-0.103883006,-0.2739969,-0.17823555,0.0072715357,240,1.0
-0.22949123,0.096053764,0.06456308,0.017083157,0.60638463,-0.1509411,-0.18566579,-0.0327419,-0.05658261,-0.13256197,-0.3221097,-0.23761524,0.07428539,-0.14383698,0.025687587,-0.08962294,-0.09337037,-0.20888063,-0.0425545,-0.036478497,-0.07452932,-0.11230606,-0.13651624,-0.14122358,-0.08257324,-0.057571385,-0.031365834,-0.078498565,-0.085261956,-0.27123007,-0.15868029,-0.0025673509,240,4.0
-0.23401941,0.1025225,0.048278075,0.0037567187,0.61031914,-0.17482024,-0.17498541,-0.03774005,-0.06030822,-0.097831495,-0.338517,-0.24244127,0.086858414,-0.1609079,0.03295122,-0.08609269,-0.10254595,-0.22714499,-0.054385804,-0.020529762,-0.07491037,-0.13303761,-0.13460803,-0.15373904,-0.076178096,-0.06035282,-0.035654902,-0.094326876,-0.061854172,-0.28392845,-0.13034552,-0.018050857,240,4.0
-0.20083113,0.121814534,0.07626742,0.03528395,0.6104726,-0.1195567,-0.19197944,-0.08556015,-0.040420454,-0.13688816,-0.30311048,-0.24697174,0.05098105,-0.1333954,0.04535894,-0.07375055,-0.040032186,-0.16167964,-0.040809523,-0.06495102,-0.042310886,-0.11098933,-0.08722073,-0.13492541,-0.1331566,-0.05752302,-0.021530934,-0.08081577,-0.10167281,-0.2773435,-0.16663264,-0.00041009486,240,2.0
-0.17848986,0.13364969,0.08258511,0.04975229,0.5982813,-0.08890443,-0.1871292,-0.10773845,-0.03842594,-0.16074002,-0.30118155,-0.24352643,0.04722668,-0.12689,0.04753083,-0.06512238,-0.041885283,-0.11944759,-0.030369882,-0.07811028,-0.032801002,-0.073776014,-0.08890433,-0.1312678,-0.13428697,-0.049044702,-0.024896,-0.06121124,-0.11846079,-0.2632943,-0.18098208,0.008478083,240,4.0
-0.16286173,0.107404076,0.10909255,0.06442128,0.5620617,-0.06623433,-0.21218449,-0.12987226,-0.05289663,-0.173662,-0.30778366,-0.23542397,0.06306441,-0.116368264,0.015099207,-0.07772279,-0.051618733,-0.10612884,-0.0018210988,-0.068726495,-0.04613663,-0.05164879,-0.09271033,-0.11969409,-0.11366897,-0.062301587,-0.031039134,-0.0527237,-0.12623556,-0.2542114,-0.1861561,0.016205177,240,3.0
-0.1724921,0.09599215,0.09301667,0.05718765,0.59479237,-0.07141366,-0.21162452,-0.1268797,-0.049218263,-0.13743792,-0.29702312,-0.23046839,0.03438642,-0.11744423,0.045028668,-0.06715564,-0.04001314,-0.11191949,-0.045639664,-0.05216431,-0.029065723,-0.08743715,-0.081959896,-0.12507728,-0.13657513,-0.0768125,-0.0104843825,-0.0631314,-0.12198521,-0.27100316,-0.19394085,-0.000571385,240,2.0
-0.24116972,0.03758747,0.022420546,0.03241173,0.62616116,-0.20604056,-0.17922975,0.033616494,-0.04857613,-0.12366261,-0.3423025,-0.21444485,0.093838364,-0.1288465,0.0214231,-0.114375405,-0.12914474,-0.25000474,-0.046845242,-0.012550369,-0.13069476,-0.14355706,-0.10727567,-0.14541544,-0.06614083,-0.056964356,-0.057401128,-0.09637504,-0.08595771,-0.264487,-0.18429786,-0.05074925,240,3.0
-0.23224245,0.06559894,0.057657566,0.08846115,0.5727763,-0.14589989,-0.13577136,-0.021570079,-0.066172734,-0.10122286,-0.22375254,-0.21894126,0.097157106,-0.11718942,-0.0073703453,-0.108831614,-0.020962248,-0.18291163,-0.05853807,-0.09625809,-0.062893614,-0.12918872,-0.0946003,-0.06019039,-0.09765459,-0.06053932,-0.02827204,-0.07983356,-0.08680895,-0.22223467,-0.16861404,-0.022568114,240,2.0
-0.21092346,0.10085413,0.055254072,0.01867947,0.60899204,-0.16357142,-0.1796581,-0.04172627,-0.036207218,-0.1128099,-0.33624893,-0.2400426,0.07347269,-0.13769098,0.045270827,-0.07794691,-0.07476643,-0.19145596,-0.048072964,-0.03726232,-0.073414326,-0.12257822,-0.099364236,-0.1600307,-0.10582157,-0.05205951,-0.033236384,-0.08669691,-0.08415803,-0.2761189,-0.16118883,-0.014694445,240,1.0
-0.24412996,0.079338685,0.03158369,-0.0006095348,0.6134246,-0.19878083,-0.16959687,0.008544772,-0.0492529,-0.0980366,-0.33540508,-0.22634116,0.090495616,-0.14783838,0.033748623,-0.09044651,-0.10698145,-0.24439128,-0.06313403,-0.011831902,-0.09055928,-0.14442647,-0.13642596,-0.15493599,-0.077375755,-0.06604767,-0.041574396,-0.102401584,-0.064478755,-0.2724868,-0.14689708,-0.031028073,240,2.0
-0.1180535,0.10719825,0.09516059,0.11694517,0.5369677,-0.11669817,-0.2017007,-0.16941343,-0.008820179,-0.12566733,-0.32969058,-0.26921695,0.122452706,-0.047684677,-0.029295892,-0.1365493,0.029883567,-0.1540755,0.025550101,-0.07015704,-0.023264546,-0.09533058,0.002012819,-0.11607668,-0.12528431,-0.021199878,-0.08840299,-0.13939428,-0.17277725,-0.25085485,-0.10615644,-0.021373533,240,2.0
-0.17277583,0.10027522,0.10393925,0.06648311,0.5423578,-0.065373994,-0.20030807,-0.10559511,-0.06251576,-0.19617043,-0.3059278,-0.23149571,0.074371085,-0.11994334,-0.002782084,-0.08488438,-0.07631211,-0.11378763,0.006144209,-0.07908535,-0.061414003,-0.027082942,-0.1300486,-0.0989095,-0.087220125,-0.058247466,-0.029285617,-0.036207795,-0.1213685,-0.22893184,-0.19566648,0.026637904,240,2.0
-0.20515443,0.107174926,0.089474276,0.03895436,0.58376765,-0.09279559,-0.19983585,-0.069335535,-0.06239386,-0.18175696,-0.31165695,-0.23558609,0.063860506,-0.13880998,0.018264882,-0.07962331,-0.09618236,-0.14942965,-0.0120893065,-0.060608067,-0.07392256,-0.062364064,-0.13912317,-0.12288439,-0.086921774,-0.056795117,-0.02297676,-0.042608913,-0.10850173,-0.2573262,-0.18679608,0.024075188,240,1.0
