,precision,recall,f1-score,support
1,0.33217993079584773,1.0,0.4987012987012987,96.0
2,0.0,0.0,0.0,95.0
3,0.0,0.0,0.0,98.0
4,1.0,1.0,1.0,95.0
accuracy,0.4973958333333333,0.4973958333333333,0.4973958333333333,0.4973958333333333
macro avg,0.33304498269896193,0.5,0.37467532467532466,384.0
weighted avg,0.3304408160322953,0.4973958333333333,0.37207115800865803,384.0
