0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Chip,Class
-0.04086885,0.08722606,-0.04529836,-0.024887156,0.7632788,-0.30163303,-0.18034658,0.1643621,-0.037739422,-0.27609706,-0.104229696,-0.10687284,-0.06706375,0.029959626,0.16973755,0.05142067,0.092313424,0.12542824,0.014442019,-0.31216347,-0.06259386,-0.111964285,-0.2487038,-0.10653527,-0.29199776,0.009809945,-0.41521958,-0.24077801,-0.045698985,-0.1893493,-0.13196945,0.039441835,8,2.0
0.0013389736,0.2485188,0.104690164,0.15017378,0.7380738,0.10566852,-0.1538463,-0.19434959,0.030289488,-0.1479881,-0.48828188,-0.24515103,0.08339448,-0.31319207,-0.09399965,0.04089645,-0.10420227,-0.14683981,-0.07918665,-0.119450636,-0.12711993,-0.040220432,-0.122261286,-0.08617671,-0.028648194,-0.10590059,-0.10269636,-0.13125584,-0.11669333,-0.118255,-0.26677224,-0.08553106,8,4.0
-0.016906243,0.09337557,-0.015060391,0.023615211,0.71644753,-0.2155728,-0.160801,0.115314424,-0.04568118,-0.21531697,-0.038516432,0.0024244003,-0.006734092,0.10840096,0.093054645,0.015826564,0.14759885,0.10692806,-0.05611953,-0.23096335,-0.023748046,-0.28023317,-0.11435142,-0.09281418,-0.19291978,-0.0023495257,-0.30062765,-0.06268858,-0.12171455,-0.19856855,-0.175437,0.08151674,8,3.0
0.0050965548,0.2465032,0.11556348,0.16126594,0.73922634,0.117524214,-0.1573402,-0.21597615,0.046486843,-0.13465653,-0.52199185,-0.22111772,0.08362619,-0.31205332,-0.08082153,0.05166908,-0.061788663,-0.14291094,-0.10630952,-0.10190144,-0.13336784,-0.036812004,-0.13210303,-0.079636276,-0.020654736,-0.122350484,-0.105200686,-0.13730381,-0.115629435,-0.114201926,-0.26169515,-0.08067465,8,2.0
-0.13151968,0.0018934123,-0.10668345,-0.02445016,0.45416865,-0.00641774,0.11940543,-0.022022493,-0.2546013,-0.016064994,-0.34398696,-0.01993766,0.056316864,-0.06024757,0.036560684,-0.0141614005,-0.21956564,0.02841172,-0.18733941,0.01953889,0.058890525,0.028825037,-0.22316028,-0.4384164,-0.30643976,-0.2151643,-0.046927273,-0.068647556,-0.08123843,-0.24943855,-0.12418768,-0.17629738,8,2.0
-0.120389,-0.012377188,-0.05882299,-0.051124193,0.4875368,-0.10138518,0.02370292,-0.075612836,-0.21957119,-0.16621445,-0.2940277,-0.08353873,-0.00539184,-0.037581295,0.034027673,-0.013956271,-0.2042243,0.07814714,-0.17758715,-0.04841398,0.10364269,0.084338866,-0.22149219,-0.43204018,-0.33838278,-0.18058443,-0.09528235,0.04564231,-0.080870904,-0.26711398,-0.12410927,-0.22969632,8,1.0
-0.291984,0.0693155,-0.029309433,0.014284618,0.8971489,-0.06086976,0.08003009,0.009199716,-0.15531641,-0.060530733,-0.4374982,-0.10535315,0.062405206,-0.21314417,-0.017586637,-0.093030065,-0.25845113,-0.05668776,-0.055312816,-0.014126114,-0.016107362,-0.15102424,-0.31413493,-0.2574591,-0.1508484,-0.1084935,-0.059513208,-0.024385432,-0.23387896,-0.27241534,-0.14898401,-0.13863298,8,4.0
-0.0022121258,0.24695316,0.1180941,0.15751359,0.7576632,0.12410631,-0.1592024,-0.21336389,0.039101418,-0.14542447,-0.5076591,-0.24096894,0.07893467,-0.31196094,-0.07458394,0.058080886,-0.0813789,-0.14036913,-0.0935101,-0.114162035,-0.13300481,-0.05510396,-0.13255449,-0.09281887,-0.023216102,-0.11296643,-0.105187126,-0.13373469,-0.116583556,-0.12782785,-0.27287158,-0.093116954,8,3.0
-0.031635292,-0.013303362,-0.004409395,0.010067359,0.6333155,0.031086028,0.024766954,-0.094424956,-0.26640782,-0.21991183,-0.330074,-0.0034614452,-0.07985666,-0.05122935,-0.00013782829,0.04698618,-0.19711177,0.17275502,-0.28346533,-0.007741024,0.15413862,0.1326746,-0.27045336,-0.5605365,-0.5028986,-0.17630601,-0.14400505,0.051271956,0.029420424,-0.1970174,-0.22926891,-0.3258628,8,4.0
-0.015557792,0.23690781,0.09110923,0.15653968,0.75831646,0.09232422,-0.16202798,-0.15850213,0.017238602,-0.13093504,-0.48142543,-0.2609237,0.0785318,-0.29765284,-0.10089639,0.040629167,-0.1505558,-0.14750454,-0.07197552,-0.13213405,-0.12915318,-0.06657717,-0.11549699,-0.10268235,-0.036737006,-0.09108484,-0.111163154,-0.12926406,-0.121025085,-0.11672979,-0.27257413,-0.090574175,8,4.0
