0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Chip,Class
-0.09735978,1.2117945,0.005188577,-0.038630977,3.546841,-1.8860705,0.60822767,1.9972365,1.0427034,-2.6013725,-2.466956,3.1401105,-0.11677779,-0.35225666,1.4306,3.6050253,2.7407923,-0.3344583,0.15556791,0.7642153,2.2784307,1.8203126,1.4696406,2.3108408,2.7169192,1.409977,5.0971236,1.811338,1.3864487,2.0443742,2.3814356,2.5049212,491,2.0
-0.08692455,1.1671469,-0.008789296,-0.021705791,3.088999,-1.777727,0.521257,1.5617317,1.0522535,-2.424401,-2.4688454,2.9100904,0.19609262,-0.082857616,1.6501826,2.949515,2.8359756,0.3372156,0.5728166,0.84326845,1.7604992,2.0380766,1.3451986,1.7068871,2.1523647,1.8886178,4.4118023,1.9852653,1.3806642,1.6053007,2.8177614,2.0839047,491,3.0
-0.048074637,-0.3728744,0.12325715,-0.0640214,0.052527778,-1.3674062,-0.021442726,-0.26088068,1.0731838,-2.2224696,-2.4114673,0.7599876,-1.722058,-2.0944886,0.5451751,0.7839445,1.0652194,-1.2233852,-0.71892905,0.23637095,1.1135769,0.94704974,0.3349096,-0.3676659,0.4518732,-0.45282483,2.112967,0.8907881,-0.883415,0.46039593,0.10858878,0.7877486,491,4.0
-0.102696136,1.2959341,0.018243758,-0.04956947,3.698255,-1.9574089,0.628129,2.2811437,1.0664604,-2.7005405,-2.5062509,3.1872518,-0.34221828,-0.5719971,1.2185397,3.9733136,2.497624,-0.79018134,-0.085261375,0.7378488,2.6685307,1.5955995,1.4445317,2.6531298,3.1703784,1.0461907,5.581823,1.7134557,1.3855214,2.3430338,2.0510626,2.812095,491,2.0
-0.04797069,-0.33756655,0.121116064,-0.06426092,0.13800311,-1.3764113,-0.009573102,-0.22522956,1.0751128,-2.2053285,-2.4229004,0.77740574,-1.6969211,-2.072268,0.55308104,0.83278805,1.09831,-1.2017993,-0.7102263,0.24866776,1.1368498,0.9537044,0.36340043,-0.3294214,0.48726428,-0.42193437,2.205624,0.91041005,-0.8426063,0.49602634,0.16105688,0.8043673,491,4.0
-0.0862633,1.1295823,-0.006111266,-0.02443349,3.070001,-1.6693108,0.51603246,1.5154305,0.9687057,-2.3486316,-2.407246,2.7690406,0.0930373,-0.1379078,1.5702266,3.0079453,2.7652326,0.22052301,0.43284798,0.79305553,1.8630304,1.8630916,1.3701174,1.6817784,2.049412,1.6735488,4.269109,1.8177603,1.3174698,1.6142929,2.6205375,1.9893885,491,3.0
-0.08164538,1.1250042,-0.014829044,-0.014010042,3.1013227,-1.6140636,0.50900507,1.3379409,0.99398476,-2.395603,-2.5274458,2.872734,0.29863173,0.12423128,1.7656242,3.0327933,3.1471922,0.6816746,0.7539056,0.8468955,1.7514491,2.162849,1.3693637,1.5359552,1.8727378,2.1096797,4.34192,2.0721326,1.4406654,1.3655906,2.9515235,1.9394914,491,3.0
-0.09085809,1.2390776,-5.995296e-05,-0.030131007,3.431696,-1.856229,0.5696439,1.8147581,1.0915604,-2.6319478,-2.5878854,3.0704327,0.05785095,-0.20622821,1.5952296,3.3696818,2.8642313,0.07111406,0.40905258,0.8297644,2.112292,1.9648738,1.4009334,2.0381722,2.5134258,1.663243,4.8270597,1.9775355,1.4332836,1.8121965,2.6897998,2.2858605,491,2.0
-0.08298781,1.1349152,-0.01622916,-0.009849295,2.911922,-1.6925251,0.49253166,1.2103157,1.0313511,-2.3162978,-2.4613545,2.8902154,0.39459148,0.12713769,1.8179027,2.7114105,3.1323183,0.92944866,0.84264624,0.91914475,1.5602074,2.2394025,1.4292458,1.3135942,1.6653271,2.2517018,3.825738,2.1550403,1.4003644,1.361225,3.174777,1.721711,491,3.0
-0.09414779,1.173152,0.0046306085,-0.034118965,3.224537,-1.7875952,0.58508664,1.8019105,1.0707095,-2.4011717,-2.409149,2.874544,-0.06571727,-0.3301118,1.4187957,3.390565,2.7030046,-0.14833832,0.23281974,0.77008754,2.1482894,1.768115,1.3407689,2.0934894,2.618102,1.4138026,4.764362,1.8755093,1.3364763,1.9373168,2.385171,2.422992,491,1.0
